filename,class
bad_weather\bad_weather1012.jpg,1
bad_weather\bad_weather1273.jpg,1
good_weather\good_weather1734.jpg,0
good_weather\good_weather337.jpg,0
good_weather\good_weather1809.jpg,0
bad_weather\bad_weather76.jpg,1
bad_weather\bad_weather1175.jpg,1
bad_weather\bad_weather465.jpg,1
bad_weather\bad_weather1556.jpg,1
good_weather\good_weather1584.jpg,0
bad_weather\bad_weather325.jpg,1
bad_weather\bad_weather41.jpg,1
good_weather\good_weather2042.jpg,0
good_weather\good_weather2057.jpg,0
bad_weather\bad_weather1228.jpg,1
bad_weather\bad_weather1683.jpg,1
bad_weather\bad_weather116.jpg,1
bad_weather\bad_weather147.jpg,1
good_weather\good_weather2011.jpg,0
good_weather\good_weather1233.jpg,0
good_weather\good_weather778.jpg,0
bad_weather\bad_weather1560.jpg,1
good_weather\good_weather989.jpg,0
bad_weather\bad_weather1093.jpg,1
good_weather\good_weather1071.jpg,0
bad_weather\bad_weather416.jpg,1
good_weather\good_weather399.jpg,0
good_weather\good_weather1576.jpg,0
good_weather\good_weather954.jpg,0
bad_weather\bad_weather884.jpg,1
bad_weather\bad_weather330.jpg,1
bad_weather\bad_weather757.jpg,1
good_weather\good_weather2106.jpg,0
good_weather\good_weather1242.jpg,0
bad_weather\bad_weather165.jpg,1
bad_weather\bad_weather748.jpg,1
bad_weather\bad_weather1704.jpg,1
bad_weather\bad_weather960.jpg,1
bad_weather\bad_weather833.jpg,1
good_weather\good_weather1191.jpg,0
good_weather\good_weather2091.jpg,0
good_weather\good_weather153.jpg,0
good_weather\good_weather165.jpg,0
bad_weather\bad_weather220.jpg,1
bad_weather\bad_weather1125.jpg,1
bad_weather\bad_weather1519.jpg,1
bad_weather\bad_weather1179.jpg,1
bad_weather\bad_weather1426.jpg,1
bad_weather\bad_weather1672.jpg,1
good_weather\good_weather325.jpg,0
bad_weather\bad_weather1016.jpg,1
good_weather\good_weather1770.jpg,0
good_weather\good_weather1138.jpg,0
bad_weather\bad_weather73.jpg,1
bad_weather\bad_weather1614.jpg,1
good_weather\good_weather1706.jpg,0
bad_weather\bad_weather1540.jpg,1
good_weather\good_weather1647.jpg,0
good_weather\good_weather1511.jpg,0
good_weather\good_weather580.jpg,0
bad_weather\bad_weather1864.jpg,1
good_weather\good_weather1760.jpg,0
good_weather\good_weather587.jpg,0
good_weather\good_weather1429.jpg,0
bad_weather\bad_weather591.jpg,1
good_weather\good_weather361.jpg,0
good_weather\good_weather825.jpg,0
good_weather\good_weather952.jpg,0
bad_weather\bad_weather1372.jpg,1
bad_weather\bad_weather1569.jpg,1
bad_weather\bad_weather60.jpg,1
good_weather\good_weather1035.jpg,0
good_weather\good_weather2105.jpg,0
bad_weather\bad_weather1382.jpg,1
bad_weather\bad_weather702.jpg,1
good_weather\good_weather707.jpg,0
good_weather\good_weather579.jpg,0
bad_weather\bad_weather1770.jpg,1
bad_weather\bad_weather821.jpg,1
good_weather\good_weather2017.jpg,0
good_weather\good_weather1374.jpg,0
bad_weather\bad_weather251.jpg,1
good_weather\good_weather331.jpg,0
bad_weather\bad_weather271.jpg,1
bad_weather\bad_weather296.jpg,1
bad_weather\bad_weather1593.jpg,1
good_weather\good_weather1096.jpg,0
bad_weather\bad_weather372.jpg,1
good_weather\good_weather686.jpg,0
bad_weather\bad_weather404.jpg,1
good_weather\good_weather1003.jpg,0
bad_weather\bad_weather1697.jpg,1
good_weather\good_weather1962.jpg,0
good_weather\good_weather897.jpg,0
good_weather\good_weather1348.jpg,0
bad_weather\bad_weather629.jpg,1
good_weather\good_weather1114.jpg,0
bad_weather\bad_weather1499.jpg,1
good_weather\good_weather1765.jpg,0
good_weather\good_weather1538.jpg,0
good_weather\good_weather1979.jpg,0
bad_weather\bad_weather301.jpg,1
bad_weather\bad_weather1829.jpg,1
good_weather\good_weather938.jpg,0
good_weather\good_weather1178.jpg,0
good_weather\good_weather362.jpg,0
bad_weather\bad_weather1689.jpg,1
good_weather\good_weather1137.jpg,0
good_weather\good_weather531.jpg,0
good_weather\good_weather280.jpg,0
bad_weather\bad_weather332.jpg,1
bad_weather\bad_weather562.jpg,1
good_weather\good_weather7.jpg,0
good_weather\good_weather1209.jpg,0
good_weather\good_weather1746.jpg,0
good_weather\good_weather348.jpg,0
bad_weather\bad_weather881.jpg,1
bad_weather\bad_weather202.jpg,1
good_weather\good_weather1232.jpg,0
good_weather\good_weather1456.jpg,0
bad_weather\bad_weather411.jpg,1
bad_weather\bad_weather546.jpg,1
bad_weather\bad_weather867.jpg,1
bad_weather\bad_weather1069.jpg,1
good_weather\good_weather1921.jpg,0
bad_weather\bad_weather185.jpg,1
bad_weather\bad_weather1547.jpg,1
bad_weather\bad_weather847.jpg,1
bad_weather\bad_weather722.jpg,1
good_weather\good_weather1661.jpg,0
bad_weather\bad_weather1639.jpg,1
good_weather\good_weather807.jpg,0
good_weather\good_weather636.jpg,0
good_weather\good_weather1177.jpg,0
bad_weather\bad_weather1830.jpg,1
bad_weather\bad_weather1625.jpg,1
bad_weather\bad_weather611.jpg,1
bad_weather\bad_weather342.jpg,1
bad_weather\bad_weather82.jpg,1
bad_weather\bad_weather475.jpg,1
good_weather\good_weather1687.jpg,0
good_weather\good_weather452.jpg,0
bad_weather\bad_weather243.jpg,1
good_weather\good_weather1789.jpg,0
bad_weather\bad_weather832.jpg,1
bad_weather\bad_weather1609.jpg,1
good_weather\good_weather961.jpg,0
good_weather\good_weather719.jpg,0
good_weather\good_weather1010.jpg,0
bad_weather\bad_weather201.jpg,1
good_weather\good_weather572.jpg,0
good_weather\good_weather1270.jpg,0
bad_weather\bad_weather1222.jpg,1
bad_weather\bad_weather354.jpg,1
bad_weather\bad_weather1772.jpg,1
bad_weather\bad_weather1466.jpg,1
bad_weather\bad_weather502.jpg,1
good_weather\good_weather174.jpg,0
good_weather\good_weather1750.jpg,0
good_weather\good_weather876.jpg,0
good_weather\good_weather2000.jpg,0
good_weather\good_weather277.jpg,0
good_weather\good_weather1483.jpg,0
good_weather\good_weather1370.jpg,0
bad_weather\bad_weather1062.jpg,1
bad_weather\bad_weather587.jpg,1
good_weather\good_weather1271.jpg,0
bad_weather\bad_weather1054.jpg,1
good_weather\good_weather730.jpg,0
bad_weather\bad_weather1740.jpg,1
good_weather\good_weather901.jpg,0
bad_weather\bad_weather1719.jpg,1
good_weather\good_weather1784.jpg,0
good_weather\good_weather895.jpg,0
good_weather\good_weather641.jpg,0
bad_weather\bad_weather1714.jpg,1
good_weather\good_weather338.jpg,0
bad_weather\bad_weather1840.jpg,1
bad_weather\bad_weather1377.jpg,1
good_weather\good_weather2083.jpg,0
good_weather\good_weather497.jpg,0
bad_weather\bad_weather1562.jpg,1
good_weather\good_weather1064.jpg,0
good_weather\good_weather516.jpg,0
bad_weather\bad_weather1202.jpg,1
good_weather\good_weather178.jpg,0
bad_weather\bad_weather1318.jpg,1
bad_weather\bad_weather684.jpg,1
bad_weather\bad_weather1841.jpg,1
good_weather\good_weather536.jpg,0
good_weather\good_weather1501.jpg,0
good_weather\good_weather466.jpg,0
good_weather\good_weather1629.jpg,0
good_weather\good_weather1651.jpg,0
good_weather\good_weather551.jpg,0
bad_weather\bad_weather1025.jpg,1
good_weather\good_weather77.jpg,0
bad_weather\bad_weather1696.jpg,1
good_weather\good_weather366.jpg,0
good_weather\good_weather2027.jpg,0
bad_weather\bad_weather1534.jpg,1
good_weather\good_weather2038.jpg,0
good_weather\good_weather284.jpg,0
bad_weather\bad_weather782.jpg,1
good_weather\good_weather120.jpg,0
good_weather\good_weather725.jpg,0
good_weather\good_weather1894.jpg,0
good_weather\good_weather1307.jpg,0
good_weather\good_weather2020.jpg,0
good_weather\good_weather1548.jpg,0
good_weather\good_weather1510.jpg,0
bad_weather\bad_weather1761.jpg,1
bad_weather\bad_weather198.jpg,1
bad_weather\bad_weather1325.jpg,1
good_weather\good_weather1852.jpg,0
good_weather\good_weather1282.jpg,0
bad_weather\bad_weather216.jpg,1
bad_weather\bad_weather331.jpg,1
bad_weather\bad_weather1640.jpg,1
bad_weather\bad_weather721.jpg,1
good_weather\good_weather745.jpg,0
bad_weather\bad_weather349.jpg,1
good_weather\good_weather2094.jpg,0
bad_weather\bad_weather1467.jpg,1
bad_weather\bad_weather1267.jpg,1
good_weather\good_weather1696.jpg,0
bad_weather\bad_weather427.jpg,1
bad_weather\bad_weather1098.jpg,1
bad_weather\bad_weather1691.jpg,1
good_weather\good_weather1578.jpg,0
good_weather\good_weather824.jpg,0
bad_weather\bad_weather1628.jpg,1
good_weather\good_weather1534.jpg,0
bad_weather\bad_weather870.jpg,1
bad_weather\bad_weather1458.jpg,1
good_weather\good_weather1907.jpg,0
bad_weather\bad_weather485.jpg,1
bad_weather\bad_weather470.jpg,1
good_weather\good_weather105.jpg,0
bad_weather\bad_weather703.jpg,1
good_weather\good_weather1086.jpg,0
bad_weather\bad_weather400.jpg,1
good_weather\good_weather905.jpg,0
good_weather\good_weather115.jpg,0
bad_weather\bad_weather1797.jpg,1
bad_weather\bad_weather1720.jpg,1
good_weather\good_weather14.jpg,0
bad_weather\bad_weather969.jpg,1
good_weather\good_weather713.jpg,0
bad_weather\bad_weather1144.jpg,1
bad_weather\bad_weather1750.jpg,1
bad_weather\bad_weather1172.jpg,1
good_weather\good_weather1329.jpg,0
good_weather\good_weather1330.jpg,0
good_weather\good_weather1479.jpg,0
bad_weather\bad_weather865.jpg,1
bad_weather\bad_weather504.jpg,1
bad_weather\bad_weather56.jpg,1
good_weather\good_weather233.jpg,0
bad_weather\bad_weather839.jpg,1
bad_weather\bad_weather1100.jpg,1
bad_weather\bad_weather1686.jpg,1
good_weather\good_weather136.jpg,0
bad_weather\bad_weather1272.jpg,1
good_weather\good_weather166.jpg,0
bad_weather\bad_weather1226.jpg,1
good_weather\good_weather1626.jpg,0
good_weather\good_weather260.jpg,0
bad_weather\bad_weather184.jpg,1
bad_weather\bad_weather787.jpg,1
good_weather\good_weather95.jpg,0
good_weather\good_weather1756.jpg,0
good_weather\good_weather1438.jpg,0
good_weather\good_weather1826.jpg,0
bad_weather\bad_weather1814.jpg,1
good_weather\good_weather1078.jpg,0
bad_weather\bad_weather159.jpg,1
good_weather\good_weather2049.jpg,0
good_weather\good_weather1874.jpg,0
good_weather\good_weather264.jpg,0
bad_weather\bad_weather389.jpg,1
good_weather\good_weather1880.jpg,0
good_weather\good_weather2131.jpg,0
bad_weather\bad_weather1059.jpg,1
good_weather\good_weather311.jpg,0
bad_weather\bad_weather20.jpg,1
bad_weather\bad_weather1169.jpg,1
bad_weather\bad_weather1512.jpg,1
good_weather\good_weather1890.jpg,0
bad_weather\bad_weather1749.jpg,1
good_weather\good_weather1705.jpg,0
bad_weather\bad_weather90.jpg,1
bad_weather\bad_weather188.jpg,1
good_weather\good_weather1771.jpg,0
bad_weather\bad_weather520.jpg,1
bad_weather\bad_weather1081.jpg,1
good_weather\good_weather1990.jpg,0
bad_weather\bad_weather509.jpg,1
bad_weather\bad_weather352.jpg,1
bad_weather\bad_weather134.jpg,1
good_weather\good_weather771.jpg,0
bad_weather\bad_weather724.jpg,1
good_weather\good_weather1481.jpg,0
bad_weather\bad_weather33.jpg,1
bad_weather\bad_weather208.jpg,1
bad_weather\bad_weather1733.jpg,1
bad_weather\bad_weather831.jpg,1
bad_weather\bad_weather523.jpg,1
bad_weather\bad_weather606.jpg,1
bad_weather\bad_weather1754.jpg,1
good_weather\good_weather1582.jpg,0
good_weather\good_weather1695.jpg,0
bad_weather\bad_weather1276.jpg,1
bad_weather\bad_weather446.jpg,1
bad_weather\bad_weather1333.jpg,1
bad_weather\bad_weather270.jpg,1
good_weather\good_weather1066.jpg,0
bad_weather\bad_weather774.jpg,1
good_weather\good_weather1352.jpg,0
bad_weather\bad_weather1106.jpg,1
bad_weather\bad_weather80.jpg,1
bad_weather\bad_weather536.jpg,1
bad_weather\bad_weather1004.jpg,1
bad_weather\bad_weather983.jpg,1
good_weather\good_weather445.jpg,0
good_weather\good_weather1076.jpg,0
bad_weather\bad_weather438.jpg,1
bad_weather\bad_weather1788.jpg,1
bad_weather\bad_weather442.jpg,1
good_weather\good_weather1285.jpg,0
bad_weather\bad_weather1355.jpg,1
good_weather\good_weather257.jpg,0
bad_weather\bad_weather1299.jpg,1
bad_weather\bad_weather1182.jpg,1
bad_weather\bad_weather863.jpg,1
good_weather\good_weather872.jpg,0
good_weather\good_weather2146.jpg,0
bad_weather\bad_weather1555.jpg,1
good_weather\good_weather615.jpg,0
bad_weather\bad_weather951.jpg,1
good_weather\good_weather1048.jpg,0
good_weather\good_weather1609.jpg,0
good_weather\good_weather2054.jpg,0
good_weather\good_weather1082.jpg,0
good_weather\good_weather308.jpg,0
good_weather\good_weather1745.jpg,0
bad_weather\bad_weather602.jpg,1
good_weather\good_weather505.jpg,0
good_weather\good_weather1568.jpg,0
good_weather\good_weather65.jpg,0
bad_weather\bad_weather1229.jpg,1
good_weather\good_weather1941.jpg,0
bad_weather\bad_weather1089.jpg,1
good_weather\good_weather1773.jpg,0
bad_weather\bad_weather1415.jpg,1
good_weather\good_weather322.jpg,0
good_weather\good_weather1291.jpg,0
bad_weather\bad_weather567.jpg,1
good_weather\good_weather788.jpg,0
good_weather\good_weather1526.jpg,0
good_weather\good_weather1908.jpg,0
bad_weather\bad_weather458.jpg,1
bad_weather\bad_weather767.jpg,1
good_weather\good_weather2084.jpg,0
bad_weather\bad_weather1005.jpg,1
good_weather\good_weather61.jpg,0
bad_weather\bad_weather337.jpg,1
good_weather\good_weather418.jpg,0
bad_weather\bad_weather323.jpg,1
good_weather\good_weather964.jpg,0
good_weather\good_weather119.jpg,0
good_weather\good_weather513.jpg,0
bad_weather\bad_weather669.jpg,1
bad_weather\bad_weather335.jpg,1
bad_weather\bad_weather1354.jpg,1
bad_weather\bad_weather937.jpg,1
good_weather\good_weather802.jpg,0
good_weather\good_weather608.jpg,0
good_weather\good_weather157.jpg,0
bad_weather\bad_weather1663.jpg,1
good_weather\good_weather1747.jpg,0
bad_weather\bad_weather315.jpg,1
good_weather\good_weather1730.jpg,0
bad_weather\bad_weather93.jpg,1
bad_weather\bad_weather1638.jpg,1
good_weather\good_weather545.jpg,0
bad_weather\bad_weather1417.jpg,1
good_weather\good_weather2.jpg,0
bad_weather\bad_weather13.jpg,1
bad_weather\bad_weather1331.jpg,1
bad_weather\bad_weather1460.jpg,1
bad_weather\bad_weather1045.jpg,1
good_weather\good_weather1928.jpg,0
good_weather\good_weather581.jpg,0
good_weather\good_weather673.jpg,0
good_weather\good_weather1802.jpg,0
bad_weather\bad_weather1604.jpg,1
bad_weather\bad_weather618.jpg,1
bad_weather\bad_weather895.jpg,1
bad_weather\bad_weather975.jpg,1
good_weather\good_weather1427.jpg,0
good_weather\good_weather2133.jpg,0
good_weather\good_weather1547.jpg,0
good_weather\good_weather912.jpg,0
bad_weather\bad_weather229.jpg,1
bad_weather\bad_weather1716.jpg,1
bad_weather\bad_weather1470.jpg,1
bad_weather\bad_weather872.jpg,1
good_weather\good_weather532.jpg,0
good_weather\good_weather1299.jpg,0
good_weather\good_weather1507.jpg,0
good_weather\good_weather458.jpg,0
good_weather\good_weather1930.jpg,0
bad_weather\bad_weather1047.jpg,1
bad_weather\bad_weather1258.jpg,1
bad_weather\bad_weather1747.jpg,1
good_weather\good_weather294.jpg,0
good_weather\good_weather650.jpg,0
bad_weather\bad_weather615.jpg,1
bad_weather\bad_weather320.jpg,1
good_weather\good_weather131.jpg,0
bad_weather\bad_weather1043.jpg,1
good_weather\good_weather424.jpg,0
bad_weather\bad_weather816.jpg,1
good_weather\good_weather1424.jpg,0
bad_weather\bad_weather1659.jpg,1
good_weather\good_weather1049.jpg,0
good_weather\good_weather1625.jpg,0
good_weather\good_weather1408.jpg,0
bad_weather\bad_weather1731.jpg,1
bad_weather\bad_weather1024.jpg,1
bad_weather\bad_weather1072.jpg,1
good_weather\good_weather232.jpg,0
bad_weather\bad_weather670.jpg,1
bad_weather\bad_weather222.jpg,1
bad_weather\bad_weather170.jpg,1
bad_weather\bad_weather490.jpg,1
good_weather\good_weather717.jpg,0
bad_weather\bad_weather1554.jpg,1
bad_weather\bad_weather45.jpg,1
good_weather\good_weather101.jpg,0
bad_weather\bad_weather671.jpg,1
good_weather\good_weather644.jpg,0
good_weather\good_weather1862.jpg,0
bad_weather\bad_weather768.jpg,1
good_weather\good_weather1759.jpg,0
bad_weather\bad_weather980.jpg,1
good_weather\good_weather99.jpg,0
good_weather\good_weather212.jpg,0
bad_weather\bad_weather1538.jpg,1
good_weather\good_weather288.jpg,0
bad_weather\bad_weather1152.jpg,1
good_weather\good_weather436.jpg,0
good_weather\good_weather1684.jpg,0
bad_weather\bad_weather786.jpg,1
good_weather\good_weather1899.jpg,0
good_weather\good_weather35.jpg,0
bad_weather\bad_weather557.jpg,1
bad_weather\bad_weather1254.jpg,1
good_weather\good_weather780.jpg,0
good_weather\good_weather796.jpg,0
bad_weather\bad_weather382.jpg,1
bad_weather\bad_weather848.jpg,1
good_weather\good_weather574.jpg,0
bad_weather\bad_weather719.jpg,1
good_weather\good_weather1781.jpg,0
good_weather\good_weather441.jpg,0
bad_weather\bad_weather232.jpg,1
good_weather\good_weather887.jpg,0
good_weather\good_weather990.jpg,0
good_weather\good_weather1379.jpg,0
bad_weather\bad_weather96.jpg,1
bad_weather\bad_weather706.jpg,1
good_weather\good_weather1793.jpg,0
bad_weather\bad_weather54.jpg,1
good_weather\good_weather552.jpg,0
good_weather\good_weather1766.jpg,0
bad_weather\bad_weather1261.jpg,1
good_weather\good_weather1005.jpg,0
good_weather\good_weather693.jpg,0
bad_weather\bad_weather433.jpg,1
bad_weather\bad_weather275.jpg,1
bad_weather\bad_weather1250.jpg,1
bad_weather\bad_weather1595.jpg,1
bad_weather\bad_weather1166.jpg,1
bad_weather\bad_weather1378.jpg,1
bad_weather\bad_weather1774.jpg,1
good_weather\good_weather431.jpg,0
good_weather\good_weather1914.jpg,0
bad_weather\bad_weather1645.jpg,1
bad_weather\bad_weather761.jpg,1
bad_weather\bad_weather1865.jpg,1
good_weather\good_weather392.jpg,0
bad_weather\bad_weather812.jpg,1
good_weather\good_weather2008.jpg,0
bad_weather\bad_weather1610.jpg,1
good_weather\good_weather1095.jpg,0
good_weather\good_weather34.jpg,0
bad_weather\bad_weather592.jpg,1
good_weather\good_weather1658.jpg,0
good_weather\good_weather1074.jpg,0
good_weather\good_weather1820.jpg,0
bad_weather\bad_weather959.jpg,1
bad_weather\bad_weather344.jpg,1
good_weather\good_weather937.jpg,0
bad_weather\bad_weather1013.jpg,1
good_weather\good_weather1951.jpg,0
good_weather\good_weather1668.jpg,0
bad_weather\bad_weather1042.jpg,1
bad_weather\bad_weather1724.jpg,1
bad_weather\bad_weather311.jpg,1
good_weather\good_weather1881.jpg,0
good_weather\good_weather1957.jpg,0
good_weather\good_weather589.jpg,0
good_weather\good_weather1413.jpg,0
good_weather\good_weather1496.jpg,0
good_weather\good_weather991.jpg,0
bad_weather\bad_weather931.jpg,1
good_weather\good_weather1215.jpg,0
bad_weather\bad_weather1256.jpg,1
bad_weather\bad_weather386.jpg,1
good_weather\good_weather508.jpg,0
bad_weather\bad_weather1817.jpg,1
good_weather\good_weather619.jpg,0
good_weather\good_weather1028.jpg,0
bad_weather\bad_weather1001.jpg,1
bad_weather\bad_weather1473.jpg,1
bad_weather\bad_weather1809.jpg,1
bad_weather\bad_weather1763.jpg,1
good_weather\good_weather1949.jpg,0
bad_weather\bad_weather841.jpg,1
good_weather\good_weather512.jpg,0
good_weather\good_weather1033.jpg,0
bad_weather\bad_weather1599.jpg,1
good_weather\good_weather1167.jpg,0
good_weather\good_weather1452.jpg,0
good_weather\good_weather249.jpg,0
bad_weather\bad_weather972.jpg,1
good_weather\good_weather722.jpg,0
bad_weather\bad_weather1115.jpg,1
bad_weather\bad_weather53.jpg,1
bad_weather\bad_weather751.jpg,1
good_weather\good_weather1425.jpg,0
bad_weather\bad_weather75.jpg,1
good_weather\good_weather442.jpg,0
good_weather\good_weather1045.jpg,0
bad_weather\bad_weather420.jpg,1
bad_weather\bad_weather1492.jpg,1
bad_weather\bad_weather1451.jpg,1
good_weather\good_weather463.jpg,0
bad_weather\bad_weather3.jpg,1
bad_weather\bad_weather631.jpg,1
good_weather\good_weather1344.jpg,0
bad_weather\bad_weather1531.jpg,1
bad_weather\bad_weather708.jpg,1
good_weather\good_weather1946.jpg,0
good_weather\good_weather1356.jpg,0
bad_weather\bad_weather49.jpg,1
bad_weather\bad_weather539.jpg,1
bad_weather\bad_weather1200.jpg,1
bad_weather\bad_weather1496.jpg,1
good_weather\good_weather833.jpg,0
good_weather\good_weather540.jpg,0
good_weather\good_weather304.jpg,0
good_weather\good_weather903.jpg,0
good_weather\good_weather1027.jpg,0
good_weather\good_weather837.jpg,0
good_weather\good_weather1879.jpg,0
bad_weather\bad_weather373.jpg,1
good_weather\good_weather1787.jpg,0
bad_weather\bad_weather422.jpg,1
good_weather\good_weather691.jpg,0
